"name","x","y","endX","endY","area","identifier","pos"
"Marvin Zeegelaar","43.155","63.376","54.4425","57.732","451.08378","0","DML"
"Gastón Pereiro","72.345","24.548","78.435","30.396","1044.51774","0","Sub"
"Musa Juwara","72.45","16.932","74.865","20.536","1259.66379","0","AMR"
"Lorenzo Andrenacci","5.04","33.932","24.675","36.312","68.65824","0","GK"
"Matteo Gabbia","34.65","34.85","41.895","34.952","852.3732","0","Sub"
"Lukas Haraslin","71.19","52.904","67.8825","49.742","1334.88012","0","Sub"
"Mohamed Fares","45.0975","60.996","48.5625","53.992","625.56753","1","DL"
"Andrea Papetti","30.135","21.012","36.54","23.766","705.77115","0","Sub"
"Karlo Letica","6.2475","34","30.765","35.496","83.29881","0","GK"
"Ibañez","34.02","44.098","42.21","39.984","800.15838","0","DC"
"Pietro Terracciano","8.61","33.728","24.885","33.728","86.55822","0","GK"
"Bartosz Salamon","34.335","23.528","45.57","29.512","568.13337","0","DC"
"Bosko Sutalo","45.36","12.444","55.65","17.408","991.83168","0","DC"
"Andrea Carboni","35.2275","48.994","47.145","41.82","780.74115","0","Sub"
"Simone Muratore","57.33","38.692","61.95","39.712","846.77901","0","MC"
"Patson Daka","76.02","31.756","76.965","33.116","1085.61915","0","AMR"
"Hee-Chan Hwang","76.86","38.488","78.435","37.264","1247.50794","0","AML"
"Maximilian Wöber","37.275","48.212","47.04","44.71","804.12822","0","DC"
"Jérôme Onguéné","33.4425","24.752","41.055","27.234","551.91486","0","DC"
"Rasmus Kristensen","45.045","5.576","55.86","10.336","810.26505","0","DR"
"Andreas Ulmer","49.665","62.356","62.055","55.828","589.68903","1","DL"
"Zlatko Junuzovic","49.35","34.68","57.435","34.068","1304.05674","0","DMC"
"Dominik Szoboszlai","58.485","42.636","62.265","40.12","1400.41104","0","MC"
"Enock Mwepu","54.2325","33.082","56.4375","34.034","1260.04221","0","DMC"
"Cican Stankovic","9.3975","33.898","27.195","35.02","117.43872","0","GK"
"Sebastian Dewaest","31.2375","19.856","38.4825","29.512","330.66054","0","DC"
"André Ramalho","34.86","22.712","43.365","30.124","688.32456","0","DC"
"Joakim Maehle","52.815","6.052","57.33","11.832","500.81031","0","DR"
"Jhon Lucumí","28.455","49.164","36.54","42.16","294.96411","0","DC"
"Gaetan Coucke","10.8675","32.232","27.6675","34.544","141.89322","0","GK"
"Papu Gómez","71.2425","52.02","72.3975","46.274","816.96951","0","AMC"
